arxiv,date,cites,title,authors,flags,sources,doi,abstract_400
2402.02512,2024-02-04,12,Addressing the Hubble tension in Yukawa cosmology?,"Jusufi, Kimet; González, Esteban; Leon, Genly",varying,inspire:citing_1702.04490;inspire:citing_1711.04655,10.1016/j.dark.2024.101584,"In Yukawa cosmology, a recent discovery revealed a relationship between baryonic matter and the dark sector. The relation is described by the parameter <math altimg=""si564.svg"" display=""inline"" id=""d1e2011""><mi>α</mi></math> and the long-range interaction parameter <math altimg=""si565.svg"" display=""inline"" id=""d1e2016""><mi>λ</mi></math> - an intrinsic property of the graviton. Applying the uncerta"
2312.09042,2023-12-14,172,Cosmological gravitational particle production and its implications for cosmological relics,"Kolb, Edward W.; Long, Andrew J.",,inspire:citing_1206.3852;inspire:citing_1308.1647,10.1103/RevModPhys.96.045005,"Cosmological gravitational particle production (CGPP) is the creation of particles in an expanding universe due solely to their gravitational interaction. These particles can play an important role in the cosmic history through their connection to various cosmological relics including dark matter, gravitational-wave radiation, dark radiation, and the baryon asymmetry. This review explains the phen"
2312.03932,2023-12-06,10,Stochastic gravitational wave background detection using NANOGrav 15-year data set in the context of massive gravity,"Choi, Chris; Magallanes, Jacob; Gurgenidze, Murman; Kahniashvili, Tina",,inspire:ft_higuchi_varying,10.1103/PhysRevD.110.063525,"Convincing evidence of a stochastic gravitational wave (GW) background has been found by the NANOGrav Collaboration in the 15-year data set. From this signal, we can evaluate the possibility of its source being from the early Universe through the tensor perturbations induced by a massive spin-2 graviton field. We consider a time-dependent model of the minimal theory of massive gravity and find val"
,2023-11,4,The Encyclopedia of Cosmology,"de Rham, Claudia; Tolley, Andrew J.",,inspire:citing_1206.3852;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331,10.1142/13578-vol1,"More than a century after its development, General Relativity (GR) remains
the best description of gravitational physics over the range of observations and
experiments we have today. Nevertheless, there are strong theoretical indications
that at high energies and large curvatures, corrections beyond GR have to come in.
At the same time, outstanding questions in cosmology have also led to considera"
2310.18287,2023-10-27,5,Structure of 3D gravastars in the context of massive gravity,"Barzegar, H.; Eslam Panah, B.; Bordbar, G.H.; Bigdeli, M.",,inspire:citing_1308.1647,10.1016/j.physletb.2023.138280,"In this paper, we investigate a new model of <math altimg=""si1.svg""><mo stretchy=""false"">(</mo><mn>2</mn><mo linebreak=""badbreak"" linebreakstyle=""after"">+</mo><mn>1</mn><mo stretchy=""false"">)</mo><mo linebreak=""goodbreak"" linebreakstyle=""after"">−</mo></math>dimensional (3D) gravitational vacuum stars (gravastars) with an isotropic matter distribution anti-de Sitter (AdS) spacetime in the context o"
2309.08536,2023-09-15,6,Gravitational wave oscillations in bimetric cosmology,"Brizuela, David; de Cesare, Marco; Oficial, Araceli Soler",bimetric,arxiv:bimetric_recent;arxiv:idlist_2;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1410.0207;inspire:citing_1503.07436;inspire:ft_higuchi_bimetric_2016,10.1088/1475-7516/2024/03/004,"Unlike general relativity, in bimetric gravity linear gravitational waves do not evolve asfree fields. In this theory there are two types of tensor perturbations, whose interactions areinherited from non-trivial couplings between two dynamical metric tensor fields in theHassan-Rosen action, and are responsible for the phenomenon of bigravity oscillations. Inthis work, we analyze the dynamics of co"
2309.04102,2023-09-08,,Bounds on tower mass scales in the presence of throats of different warping,Min-Seok Seo,higuchi,arxiv:higuchi_all,,"In Type IIB flux compactification realizing the metastable de Sitter (dS) vacuum, the uplift potential can be generated by $\overline{\rm D3}$-branes at the tip of Klebanov-Strassler throat. Then the uplift potential obeys the scaling law with respect to the tower mass scale $m_{\rm sc}$, which can be the Kaluza-Klein (KK) mass scale associated with the throat containing $\overline{\rm D3}$-branes"
2306.03875,2023-06-06,4,Post-reionization 21-cm power spectrum for bimetric gravity and its detectability with SKA1-mid telescope,"Bassi, Ajay; Dinda, Bikash R.; Sen, Anjan A.","bimetric,ghost",arxiv:bimetric_recent;arxiv:idlist_status;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1503.07436;inspire:ft_higuchi_bimetric_2016,10.1007/s12036-023-09980-6,"We considered a modified gravity theory through a special kind of ghost-free bimetric gravity, where one massive spin-2 field interacts with a massless spin-2 field. In this bimetric gravity, the late-time cosmic acceleration is achievable. Alongside the background expansion of the Universe, we also studied the first-order cosmological perturbations and probe the signature of the bimetric gravity "
2305.13381,2023-05-22,,Spin-2 dark matter from inflation,Mohammad Ali Gorji,higuchi,arxiv:higuchi_all,,"The seed of dark matter can be generated from light spectator fields during inflation through a similar mechanism that the seed of observed large scale structures are produced from the inflaton field. The accumulated energy density of the corresponding excited modes, which is subdominant during inflation, dominates energy density of the universe later around the time of matter and radiation equali"
2305.03504,2023-05-05,10,Teleparallel bigravity,"Blixt, Daniel; Hohmann, Manuel; Koivisto, Tomi; Marzola, Luca","bimetric,ghost",inspire:ft_higuchi_bimetric_2016,10.1140/epjc/s10052-023-12247-7,"We write down the teleparallel equivalent to Hassan–Rosen bigravity, which is written using a torsionful but curvature-free connection. The theories only differ by a boundary term. The equivalence was proven, both by using perturbation theory and Hamiltonian analysis. It is further shown how one can construct novel bigravity theories within the teleparallel framework. Some of those are analyzed th"
2305.00183,2023-04-29,,Dynamical mass generation of spin-2 fields in de Sitter space for an $O(N)$ symmetric model at large $N$,Nahomi Kan; Kiyoshi Shiraishi,higuchi,arxiv:higuchi_all,,"We consider the strong-coupling phase in a model of $O(N)$ spin-2 field theory in de Sitter spacetime and the effective mass of spin-2 fields therein. In the strong-coupling phase, the Higuchi bound limits the mass parameter in the theory. The analysis using the large $N$ approximation finds the critical value of the mass parameter with numerical calculation."
2303.16316,2023-03-28,,Holography of information in de Sitter space,Tuneer Chakraborty; Joydeep Chakravarty; Victor Godet; Priyadarshi Paul,"higuchi,ghost",arxiv:higuchi_all,,We study the natural norm on the space of solutions to the Wheeler-DeWitt equation in an asymptotically de Sitter spacetime. We propose that the norm is obtained by integrating the squared wavefunctional over field configurations and dividing by the volume of the diff-and-Weyl group. We impose appropriate gauge conditions to fix the diff-and-Weyl redundancy and obtain a finite expression for the n
2303.11353,2023-03-20,25,Bimetric-affine quadratic gravity,"Gialamas, Ioannis D.; Tamvakis, Kyriakos","bimetric,ghost",inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:ft_higuchi_bimetric_2016,10.1103/PhysRevD.107.104012,"Bimetric gravity is a theory of gravity that posits the existence of two interacting and dynamical metric tensors. The spectrum of bimetric gravity consists of a massless and a massive spin-2 particle. The form of the interactions between the two metrics <math display=""inline""><msub><mi>g</mi><mrow><mi>μ</mi><mi>ν</mi></mrow></msub></math> and <math display=""inline""><msub><mi>f</mi><mrow><mi>μ</mi"
2302.09777,2023-02-20,16,Data-driven and almost model-independent reconstruction of modified gravity,"Mu, Yuhao; Li, En-Kun; Xu, Lixin",,inspire:citing_1407.4331,10.1088/1475-7516/2023/06/022,"In this paper, a modified factor μ, which characterizes modified gravity in the linearmatter density perturbation theory, is reconstructed in a data-driven and almost model-independentway via Gaussian process by using currently available cosmic observations. Utilizing the Pantheon+SNe Ia samples, the observed Hubble parameter H(z) and the redshift space distortion fσ$_{8}$(z) data points, one find"
2302.04390,2023-02-08,62,Cosmological gravitational particle production of massive spin-2 particles,"Kolb, Edward W.; Ling, Siyang; Long, Andrew J.; Rosen, Rachel A.","higuchi,gradient,ghost",arxiv:higuchi_all;arxiv:mg_higuchi_cosmo;inspire:citing_1206.3852;inspire:citing_1308.1647;inspire:citing_1407.4331;inspire:citing_1410.0207;inspire:ft_genhiguchi,10.1007/JHEP05(2023)181,"The phenomenon of cosmological gravitational particle production (CGPP) is expected to occur during the period of inflation and the transition into a hot big bang cosmology. Particles may be produced even if they only couple directly to gravity, and so CGPP provides a natural explanation for the origin of dark matter. In this work we study the gravitational production of massive spin-2 particles a"
2302.02690,2023-02-06,2,Absence of gravitational polarization mechanism in the canonical bimetric theory,"Blanchet, Luc; Heisenberg, Lavinia; Larrouturou, François",bimetric,inspire:ft_higuchi_bimetric_2016,10.1103/PhysRevD.107.124021,"Motivated by a version of the “dipolar dark matter” model that aims at a relativistic completion of the phenomenology of MOND, we investigate the gravitational polarization mechanism in the canonical bimetric theory with an effective matter coupling. We explicitly show the fundamental obstacle why such theories cannot achieve a consistent gravitational polarization, and thus fail to recover the MO"
2301.11000,2023-01-26,9,Cosmological evolution in bimetric gravity: observational constraints and LSS signatures,"Bassi, Ajay; Adil, Shahnawaz A.; Rajvanshi, Manvendra Pratap; Sen, Anjan A.","bimetric,ghost",arxiv:bimetric_desi;arxiv:bimetric_recent;inspire:citing_1404.0008,10.1140/epjc/s10052-023-11707-4,Bimetric gravity is an interesting alternative to standard GR given its potential to provide a concrete theoretical framework for a ghost-free massive gravity theory. Here we investigate a class of Bimetric gravity models for their cosmological implications. We study the background expansion as well as the growth of matter perturbations at linear and second order. We use low-redshift observations 
